file	project	class	lines	recoveredCounterpart
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckSpellTierUnlocked.cs	NexusUnleashed.Game	C-LINEAGE	30	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckSpellTierUnlocked.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckStealth.cs	NexusUnleashed.Game	C-LINEAGE	16	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckStealth.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTargetEntityLookupHit.cs	NexusUnleashed.Game	C-LINEAGE	18	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTargetEntityLookupHit.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTaxi.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTaxi.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTimeOfDay.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTimeOfDay.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkill.cs	NexusUnleashed.Game	C-LINEAGE	14	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkill.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkill228.cs	NexusUnleashed.Game	C-LINEAGE	14	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkill228.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkill229.cs	NexusUnleashed.Game	C-LINEAGE	14	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkill229.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkillProfession.cs	NexusUnleashed.Game	A-AUTHORED	30	
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTradeSkillSchematicLevel.cs	NexusUnleashed.Game	A-AUTHORED	27	
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTrueLevel.cs	NexusUnleashed.Game	C-LINEAGE	36	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckTrueLevel.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderForcedMovement.cs	NexusUnleashed.Game	C-LINEAGE	15	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderForcedMovement.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderSpell.cs	NexusUnleashed.Game	C-LINEAGE	29	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderSpell.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderSpellOnCasterAndTarget.cs	NexusUnleashed.Game	C-LINEAGE	43	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderSpellOnCasterAndTarget.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderSpellOnTarget.cs	NexusUnleashed.Game	C-LINEAGE	35	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnderSpellOnTarget.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnit.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnit.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnitEntityType.cs	NexusUnleashed.Game	C-LINEAGE	14	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnitEntityType.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnknown245.cs	NexusUnleashed.Game	C-MODIFIED	26	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnknown245.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnknown275.cs	NexusUnleashed.Game	C-MODIFIED	26	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckUnknown275.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVehicle.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVehicle.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVital.cs	NexusUnleashed.Game	C-LINEAGE	36	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVital.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVital114.cs	NexusUnleashed.Game	C-LINEAGE	37	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVital114.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVitalPercent.cs	NexusUnleashed.Game	A-AUTHORED	50	
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVolume.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckVolume.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWarplotPermission.cs	NexusUnleashed.Game	C-LINEAGE	12	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWarplotPermission.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWaypoint.cs	NexusUnleashed.Game	C-LINEAGE	29	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWaypoint.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWorldRequirement.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWorldRequirement.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWrongSpellMechanic.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckWrongSpellMechanic.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckZoneExplored.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\PrerequisiteCheckZoneExplored.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\SpellPrereq.cs	NexusUnleashed.Game	C-LINEAGE	16	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite.Check\SpellPrereq.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\AccountItemOwnedCount.cs	NexusUnleashed.Game	C-LINEAGE	28	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\AccountItemOwnedCount.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\CreatureDifficultyPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	11	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\CreatureDifficultyPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\CurrencyPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	17	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\CurrencyPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\DatacubePrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	39	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\DatacubePrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\FactionPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	17	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\FactionPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\InGameTimePrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	17	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\InGameTimePrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\LiveEventPrerequisiteProgress.cs	NexusUnleashed.Game	C-MODIFIED	37	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\LiveEventPrerequisiteProgress.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\MovementPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	22	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\MovementPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PathPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	22	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PathPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PathScientistPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	11	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PathScientistPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PositionalPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	40	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PositionalPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteCheckAttribute.cs	NexusUnleashed.Game	C-LINEAGE	12	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteCheckAttribute.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteCompare.cs	NexusUnleashed.Game	C-LINEAGE	18	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteCompare.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteEvalListHelper.cs	NexusUnleashed.Game	C-LINEAGE	39	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteEvalListHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteEvaluation.cs	NexusUnleashed.Game	C-LINEAGE	39	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteEvaluation.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteItemTypes.cs	NexusUnleashed.Game	C-LINEAGE	26	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteItemTypes.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteManager.cs	NexusUnleashed.Game	C-LINEAGE	89	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteNpcTargetContext.cs	NexusUnleashed.Game	C-LINEAGE	14	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteNpcTargetContext.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteParameters.cs	NexusUnleashed.Game	C-LINEAGE	12	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PrerequisiteParameters.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PublicEventObjectiveLookup.cs	NexusUnleashed.Game	C-LINEAGE	45	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\PublicEventObjectiveLookup.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\QuestObjectivePrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	20	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\QuestObjectivePrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\ServiceCollectionExtensions.cs	NexusUnleashed.Game	C-LINEAGE	28	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\ServiceCollectionExtensions.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\SpellPrerequisiteHelper.cs	NexusUnleashed.Game	C-MODIFIED	121	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\SpellPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\TradeskillPrerequisiteHelper.cs	NexusUnleashed.Game	C-MODIFIED	110	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\TradeskillPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\WorldBounds.cs	NexusUnleashed.Game	C-LINEAGE	40	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\WorldBounds.cs
NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\WorldLocationPrerequisiteHelper.cs	NexusUnleashed.Game	C-LINEAGE	36	NexusUnleashed.Game\NexusUnleashed.Game.Prerequisite\WorldLocationPrerequisiteHelper.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEvent.cs	NexusUnleashed.Game	C-LINEAGE	372	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEvent.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventCharacter.cs	NexusUnleashed.Game	C-LINEAGE	77	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventCharacter.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventEntityFactory.cs	NexusUnleashed.Game	C-LINEAGE	78	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventEntityFactory.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventFactory.cs	NexusUnleashed.Game	C-LINEAGE	22	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventFactory.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventManager.cs	NexusUnleashed.Game	C-LINEAGE	207	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventObjective.cs	NexusUnleashed.Game	C-MODIFIED	177	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventObjective.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventStats.cs	NexusUnleashed.Game	C-LINEAGE	143	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventStats.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTeam.cs	NexusUnleashed.Game	C-LINEAGE	196	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTeam.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTeamMember.cs	NexusUnleashed.Game	C-LINEAGE	72	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTeamMember.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTemplate.cs	NexusUnleashed.Game	C-LINEAGE	45	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTemplate.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTemplateManager.cs	NexusUnleashed.Game	C-LINEAGE	46	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventTemplateManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventVote.cs	NexusUnleashed.Game	C-LINEAGE	144	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventVote.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventVoteResponse.cs	NexusUnleashed.Game	C-LINEAGE	30	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\PublicEventVoteResponse.cs
NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\ServiceCollectionExtensions.cs	NexusUnleashed.Game	C-LINEAGE	22	NexusUnleashed.Game\NexusUnleashed.Game.PublicEvent\ServiceCollectionExtensions.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\CommunicatorMessage.cs	NexusUnleashed.Game	C-MODIFIED	86	NexusUnleashed.Game\NexusUnleashed.Game.Quest\CommunicatorMessage.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\ContractManager.cs	NexusUnleashed.Game	A-AUTHORED	161	
NexusUnleashed.Game\NexusUnleashed.Game.Quest\GlobalQuestManager.cs	NexusUnleashed.Game	C-MODIFIED	195	NexusUnleashed.Game\NexusUnleashed.Game.Quest\GlobalQuestManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\Quest.cs	NexusUnleashed.Game	C-MODIFIED	413	NexusUnleashed.Game\NexusUnleashed.Game.Quest\Quest.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestException.cs	NexusUnleashed.Game	C-LINEAGE	9	NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestException.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestInfo.cs	NexusUnleashed.Game	C-LINEAGE	94	NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestInfo.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestObjective.cs	NexusUnleashed.Game	C-MODIFIED	173	NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestObjective.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestObjectiveInfo.cs	NexusUnleashed.Game	C-LINEAGE	56	NexusUnleashed.Game\NexusUnleashed.Game.Quest\QuestObjectiveInfo.cs
NexusUnleashed.Game\NexusUnleashed.Game.Quest\ServiceCollectionExtensions.cs	NexusUnleashed.Game	C-LINEAGE	11	NexusUnleashed.Game\NexusUnleashed.Game.Quest\ServiceCollectionExtensions.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\AccountPermission.cs	NexusUnleashed.Game	C-LINEAGE	64	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\AccountPermission.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\AccountRBACManager.cs	NexusUnleashed.Game	C-LINEAGE	164	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\AccountRBACManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\AccountRole.cs	NexusUnleashed.Game	C-LINEAGE	64	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\AccountRole.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\RBACManager.cs	NexusUnleashed.Game	C-LINEAGE	66	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\RBACManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\RBACPermission.cs	NexusUnleashed.Game	C-LINEAGE	14	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\RBACPermission.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\RBACRole.cs	NexusUnleashed.Game	C-LINEAGE	20	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\RBACRole.cs
NexusUnleashed.Game\NexusUnleashed.Game.RBAC\ServiceCollectionExtensions.cs	NexusUnleashed.Game	C-LINEAGE	11	NexusUnleashed.Game\NexusUnleashed.Game.RBAC\ServiceCollectionExtensions.cs
NexusUnleashed.Game\NexusUnleashed.Game.Reputation\FactionManager.cs	NexusUnleashed.Game	C-LINEAGE	55	NexusUnleashed.Game\NexusUnleashed.Game.Reputation\FactionManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.Reputation\FactionNode.cs	NexusUnleashed.Game	C-LINEAGE	149	NexusUnleashed.Game\NexusUnleashed.Game.Reputation\FactionNode.cs
NexusUnleashed.Game\NexusUnleashed.Game.Reputation\RelationshipNode.cs	NexusUnleashed.Game	C-LINEAGE	23	NexusUnleashed.Game\NexusUnleashed.Game.Reputation\RelationshipNode.cs
NexusUnleashed.Game\NexusUnleashed.Game.Reputation\Reputation.cs	NexusUnleashed.Game	C-LINEAGE	76	NexusUnleashed.Game\NexusUnleashed.Game.Reputation\Reputation.cs
NexusUnleashed.Game\NexusUnleashed.Game.Reputation\ReputationManager.cs	NexusUnleashed.Game	C-LINEAGE	80	NexusUnleashed.Game\NexusUnleashed.Game.Reputation\ReputationManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.Reputation\ServiceCollectionExtensions.cs	NexusUnleashed.Game	C-LINEAGE	11	NexusUnleashed.Game\NexusUnleashed.Game.Reputation\ServiceCollectionExtensions.cs
NexusUnleashed.Game\NexusUnleashed.Game.Retail\RetailCertainRules.cs	NexusUnleashed.Game	C-LINEAGE	24	NexusUnleashed.Game\NexusUnleashed.Game.Retail\RetailCertainRules.cs
NexusUnleashed.Game\NexusUnleashed.Game.Retail\RetailMatchingDeserterSpells.cs	NexusUnleashed.Game	C-LINEAGE	22	NexusUnleashed.Game\NexusUnleashed.Game.Retail\RetailMatchingDeserterSpells.cs
NexusUnleashed.Game\NexusUnleashed.Game.RewardTrack\RewardTrackManager.cs	NexusUnleashed.Game	A-AUTHORED	277	
NexusUnleashed.Game\NexusUnleashed.Game.Server\ServerInfo.cs	NexusUnleashed.Game	C-LINEAGE	42	NexusUnleashed.Game\NexusUnleashed.Game.Server\ServerInfo.cs
NexusUnleashed.Game\NexusUnleashed.Game.Server\ServerManager.cs	NexusUnleashed.Game	C-LINEAGE	95	NexusUnleashed.Game\NexusUnleashed.Game.Server\ServerManager.cs
NexusUnleashed.Game\NexusUnleashed.Game.Server\ServerMessageInfo.cs	NexusUnleashed.Game	C-LINEAGE	19	NexusUnleashed.Game\NexusUnleashed.Game.Server\ServerMessageInfo.cs
NexusUnleashed.Game\NexusUnleashed.Game.Server\ServiceCollectionExtensions.cs	NexusUnleashed.Game	C-LINEAGE	11	NexusUnleashed.Game\NexusUnleashed.Game.Server\ServiceCollectionExtensions.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectAbsorptionData.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectAbsorptionData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectAchievementAdvanceData.cs	NexusUnleashed.Game	C-LINEAGE	15	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectAchievementAdvanceData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectActionBarSetData.cs	NexusUnleashed.Game	A-AUTHORED	44	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectActivateSpellCooldownData.cs	NexusUnleashed.Game	A-AUTHORED	15	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectAggroImmuneData.cs	NexusUnleashed.Game	A-AUTHORED	13	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectCCStateBreakData.cs	NexusUnleashed.Game	C-MODIFIED	34	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectCCStateBreakData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectCCStateSetData.cs	NexusUnleashed.Game	C-LINEAGE	18	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectCCStateSetData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectCooldownResetData.cs	NexusUnleashed.Game	A-AUTHORED	15	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDamageData.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDamageData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDamageShieldsData.cs	NexusUnleashed.Game	A-AUTHORED	15	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDefaultData.cs	NexusUnleashed.Game	C-LINEAGE	31	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDefaultData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDelayDeathData.cs	NexusUnleashed.Game	A-AUTHORED	13	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDisembarkData.cs	NexusUnleashed.Game	A-AUTHORED	13	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDisguiseData.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDisguiseData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDisguiseOutfitData.cs	NexusUnleashed.Game	A-AUTHORED	47	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDistanceDependentDamageData.cs	NexusUnleashed.Game	A-AUTHORED	17	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDistributedDamageData.cs	NexusUnleashed.Game	C-LINEAGE	13	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectDistributedDamageData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectFactionSetData.cs	NexusUnleashed.Game	C-LINEAGE	15	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectFactionSetData.cs
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectForceFacingData.cs	NexusUnleashed.Game	A-AUTHORED	15	
NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectForcedMoveData.cs	NexusUnleashed.Game	C-LINEAGE	30	NexusUnleashed.Game\NexusUnleashed.Game.Spell.Effect.Data\SpellEffectForcedMoveData.cs
